id,name,email,address,amount_spent,city,country,spending_category
462885,Shannon Stephens,amanda58@campbell.com,"050 Mills Heights, Erikafort, Iowa, 31278, Colombia",1002.62,Erikafort,Colombia,Low
829777,Traci Hanson,huertaclinton@taylor.com,"768 Perry Flat, Barbarastad, Louisiana, 65452, Malta",963.83,Barbarastad,Malta,Low
803747,Jordan Blake,christina91@carlson-cabrera.com,"00966 David Branch, West Jameston, Washington, 53603, Belize",902.78,West Jameston,Belize,Low
747152,Tyler Rose,irwinmelissa@hotmail.com,"04467 Kendra Point, South Johnny, Alaska, 47847, Kazakhstan",848.4,South Johnny,Kazakhstan,Low
272342,Jennifer Carr,larry90@peterson.biz,"2977 Megan Gateway, Lake Richardmouth, Texas, 41424, Malawi",765.29,Lake Richardmouth,Malawi,Low
885875,Kyle Walsh,mccormickandre@anthony.com,"727 Daniel Inlet, East Shawn, Rhode Island, 70891, Niue",737.67,East Shawn,Niue,Low
413344,Heather Wong,qpatel@thompson.org,"51500 Jessica Inlet, East Jordan, Texas, 72237, Mexico",570.15,East Jordan,Mexico,Low
117676,Erin Murphy,roger28@wade.com,"79200 Norton Meadow, New Andrewview, Tennessee, 03804, Turkmenistan",540.51,New Andrewview,Turkmenistan,Low
807833,Patrick Moran MD,gabrielle22@gmail.com,"8940 David Ports, Bennettbury, Delaware, 81397, Paraguay",534.43,Bennettbury,Paraguay,Low
540253,Anthony Mosley,bhouston@hotmail.com,"989 Phillips Vista, Lake Jeffrey, Vermont, 63216, Guernsey",472.58,Lake Jeffrey,Guernsey,Very Low
195881,Zachary Davis,phillipstimothy@hotmail.com,"065 Moore Dam, Lake Denisefort, Wisconsin, 41180, British Virgin Islands",471.06,Lake Denisefort,British Virgin Islands,Very Low
559385,Matthew Walton,wvance@yahoo.com,"12904 Lee Plains, Bradleyhaven, Massachusetts, 87292, Austria",439.48,Bradleyhaven,Austria,Very Low
324635,Rebecca Williams,ydean@hotmail.com,"173 Martinez Plaza, Janetberg, Illinois, 60032, Oman",379.64,Janetberg,Oman,Very Low
567858,Cynthia Garza,ozamora@hotmail.com,"16172 Perkins Cliffs, Floreshaven, Virginia, 75788, Costa Rica",351.79,Floreshaven,Costa Rica,Very Low
609477,Mary Ware,hcampbell@allen.org,"04588 Sharp Mountain, Arnoldton, Colorado, 27175, Bahrain",313.96,Arnoldton,Bahrain,Very Low
364291,Elizabeth Gross,stacyroman@yahoo.com,"2331 Adam Radial, Port Sarahberg, Louisiana, 91523, Ethiopia",296.61,Port Sarahberg,Ethiopia,Very Low
731516,Justin Page,pamelamoon@hotmail.com,"53309 Dougherty Squares, Danielview, Ohio, 53483, Slovenia",293.02,Danielview,Slovenia,Very Low
505670,Lindsey Reed,myates@baxter.com,"02932 Amy Bridge, Loristad, Arizona, 61021, Portugal",282.17,Loristad,Portugal,Very Low
376854,Brandon Bass,craig85@hotmail.com,"8762 Clark Corners, Lake James, Hawaii, 72521, Uganda",264.86,Lake James,Uganda,Very Low
719252,Amanda Rios,danielgates@morse-davis.com,"909 Kurt Circle, Johnside, Connecticut, 56015, New Caledonia",262.76,Johnside,New Caledonia,Very Low
119740,Mary Foster,alanwilliams@gmail.com,"84337 Carrie Circle, South Elizabethburgh, Minnesota, 96243, Bouvet Island (Bouvetoya)",191.87,South Elizabethburgh,Bouvet Island (Bouvetoya),Very Low
905390,Madeline Parker,birderic@hotmail.com,"6022 Huynh Loop, Turnermouth, Idaho, 44335, Timor-Leste",179.39,Turnermouth,Timor-Leste,Very Low
777853,Mary Murphy,mlopez@yahoo.com,"63771 Amy Oval, New Sarah, Georgia, 30947, Honduras",108.1,New Sarah,Honduras,Very Low
906684,Tim Velasquez,qperez@garcia.biz,"35024 Foster Pines, New Justinbury, New York, 61453, Tonga",101.36,New Justinbury,Tonga,Very Low
661815,Sarah Rivera,zcook@hotmail.com,"983 Maria Causeway, Solisstad, Delaware, 44916, Belgium",87.42,Solisstad,Belgium,Very Low
